customer_id,avg_monthly_credits,salary_consistency,cash_withdrawal_ratio,monthly_transaction_count
CUS102679,212500,0.955,0.007,15
CUS102680,59600,0.939,0.043,17
CUS102681,157600,0.932,0.014,18
CUS102682,37600,0.986,0.025,18
CUS102683,68900,0.882,0.018,20
CUS102684,62900,0.955,0.114,20
CUS102685,86900,0.821,0.008,20
CUS102686,94800,0.935,0.001,16
CUS102687,97700,0.97,0.266,22
CUS102688,78700,0.866,0.05,22
CUS102689,135100,0.872,0.052,21
CUS102690,122900,1.0,0.1,20
CUS102691,79100,1.0,0.428,11
CUS102692,119500,0.967,0.017,22
CUS102693,225600,0.816,0.044,20
CUS102694,63700,0.966,0.446,20
CUS102695,195900,0.993,0.175,17
CUS102696,78300,0.928,0.026,13
CUS102697,176200,0.878,0.056,16
CUS102698,56000,0.984,0.048,21
CUS102699,115200,0.938,0.035,20
CUS102700,98100,0.944,0.123,15
CUS102701,41100,1.0,0.078,13
CUS102702,191000,0.931,0.113,18
CUS102703,69700,0.893,0.044,19
CUS102704,49400,0.997,0.011,27
CUS102705,68800,0.856,0.362,17
CUS102706,300400,0.953,0.139,12
CUS102707,49400,0.926,0.41,24
CUS102708,86100,0.863,0.307,11
CUS102709,53500,0.788,0.108,16
CUS102710,58300,0.902,0.22,12
CUS102711,41200,0.861,0.156,19
CUS102712,96900,0.894,0.094,18
CUS102713,79100,0.997,0.123,17
CUS102714,48400,0.972,0.09,26
CUS102715,135000,0.935,0.205,20
CUS102716,143600,0.975,0.051,13
CUS102717,111000,1.0,0.183,17
CUS102718,137200,0.859,0.251,23
CUS102719,82400,0.813,0.109,20
CUS102720,108000,0.826,0.18,15
CUS102721,74800,0.807,0.132,22
CUS102722,42900,0.921,0.165,15
CUS102723,110600,0.852,0.025,18
CUS102724,86900,0.904,0.196,22
CUS102725,91900,0.97,0.124,12
CUS102726,106600,0.943,0.043,19
CUS102727,160200,0.832,0.008,22
CUS102728,87600,0.979,0.128,9
CUS102729,61600,0.958,0.063,14
CUS102730,81700,0.793,0.084,20
CUS102731,87300,0.872,0.264,24
CUS102732,143400,0.91,0.083,20
CUS102733,94400,0.913,0.24,9
CUS102734,47700,1.0,0.148,21
CUS102735,107800,0.97,0.056,20
CUS102736,118700,0.91,0.06,15
CUS102737,86300,0.965,0.04,19
CUS102738,147200,0.865,0.231,14
CUS102739,152900,0.871,0.284,21
CUS102740,65300,0.888,0.028,12
CUS102741,70000,0.987,0.164,14
CUS102742,87300,0.923,0.057,20
CUS102743,108100,0.868,0.277,8
CUS102744,83200,0.969,0.061,17
CUS102745,67600,1.0,0.162,13
CUS102746,102800,0.874,0.169,17
CUS102747,37600,0.952,0.023,15
CUS102748,75800,0.888,0.031,17
CUS102749,141400,0.893,0.014,23
CUS102750,131100,1.0,0.308,25
CUS102751,28500,0.96,0.257,21
CUS102752,76900,1.0,0.097,24
CUS102753,124100,1.0,0.058,22
CUS102754,54400,0.91,0.178,13
CUS102755,73200,0.937,0.11,23
CUS102756,148300,0.755,0.181,17
CUS102757,68800,0.904,0.224,26
CUS102758,170700,0.818,0.172,30
CUS102759,66600,0.842,0.09,13
CUS102760,165000,0.735,0.056,19
CUS102761,86500,0.914,0.034,10
CUS102762,56200,0.905,0.092,23
CUS102763,159100,0.885,0.276,22
CUS102764,50100,0.938,0.07,15
CUS102765,56300,0.962,0.14,13
CUS102766,121800,0.707,0.038,24
CUS102767,88000,0.815,0.059,17
CUS102768,89600,0.982,0.218,22
CUS102769,71400,0.989,0.114,17
CUS102770,51100,0.898,0.097,15
CUS102771,64000,0.979,0.259,23
CUS102772,162700,0.78,0.085,20
CUS102773,49600,1.0,0.278,18
CUS102774,201700,0.949,0.036,17
CUS102775,97300,0.818,0.158,12
CUS102776,76100,0.755,0.156,24
CUS102777,33800,1.0,0.021,16
CUS102778,35600,0.97,0.309,25
CUS102779,72700,0.943,0.261,10
CUS102780,76800,1.0,0.086,16
CUS102781,89200,1.0,0.11,14
CUS102782,183200,0.845,0.411,16
CUS102783,93400,0.93,0.038,16
CUS102784,75900,0.941,0.269,16
CUS102785,135200,0.872,0.221,13
CUS102786,101100,1.0,0.028,17
CUS102787,181300,0.824,0.219,16
CUS102788,62200,0.845,0.14,14
CUS102789,44600,0.859,0.176,13
CUS102790,36300,0.808,0.074,22
CUS102791,81600,0.921,0.035,27
CUS102792,48700,0.797,0.22,21
CUS102793,48300,0.917,0.05,16
CUS102794,118600,0.934,0.266,22
CUS102795,44100,0.97,0.049,18
CUS102796,91000,0.89,0.003,17
CUS102797,91900,0.881,0.07,18
CUS102798,89100,0.867,0.04,18
CUS102799,175200,0.858,0.222,23
CUS102800,62500,0.862,0.102,19
CUS102801,172900,0.881,0.023,12
CUS102802,36400,1.0,0.173,28
CUS102803,122200,0.8,0.021,21
CUS102804,164700,0.82,0.151,22
CUS102805,32400,0.792,0.142,14
CUS102806,93000,0.813,0.056,25
CUS102807,83500,1.0,0.163,20
CUS102808,77000,0.919,0.133,16
CUS102809,178200,0.888,0.057,20
CUS102810,54700,1.0,0.116,16
CUS102811,51800,0.762,0.127,17
CUS102812,82100,0.974,0.125,19
CUS102813,147200,1.0,0.039,22
CUS102814,107300,0.934,0.291,13
CUS102815,81600,0.9,0.062,22
CUS102816,81700,0.824,0.139,17
CUS102817,36000,0.844,0.088,14
CUS102818,96100,0.745,0.123,16
CUS102819,125600,0.967,0.044,17
CUS102820,65000,0.972,0.031,20
CUS102821,71500,0.948,0.196,15
CUS102822,57900,0.925,0.17,21
CUS102823,113600,1.0,0.244,18
CUS102824,73600,0.976,0.166,16
CUS102825,80900,0.984,0.045,20
CUS102826,118400,0.937,0.277,18
CUS102827,86000,0.921,0.027,14
CUS102828,112500,0.833,0.058,22
CUS102829,88500,0.906,0.151,24
CUS102830,97900,0.861,0.153,12
CUS102831,105100,0.956,0.153,22
CUS102832,107800,0.973,0.086,18
CUS102833,123700,0.843,0.149,21
CUS102834,46600,1.0,0.365,27
CUS102835,61200,0.914,0.218,16
CUS102836,84500,0.857,0.193,12
CUS102837,105400,0.966,0.41,22
CUS102838,181100,0.866,0.252,22
CUS102839,59100,0.938,0.152,13
CUS102840,129900,0.826,0.193,17
CUS102841,61700,0.883,0.054,20
CUS102842,159500,0.94,0.094,12
CUS102843,223800,0.87,0.149,25
CUS102844,38300,0.796,0.032,20
CUS102845,75900,0.997,0.016,21
CUS102846,31400,0.808,0.247,14
CUS102847,44500,0.994,0.462,17
CUS102848,45400,0.879,0.035,17
CUS102849,121800,0.814,0.171,20
CUS102850,93800,1.0,0.263,11
CUS102851,118500,0.835,0.138,21
CUS102852,113700,0.87,0.095,17
CUS102853,113200,0.879,0.024,21
CUS102854,80500,0.977,0.147,18
CUS102855,71800,0.967,0.064,25
CUS102856,121300,0.957,0.015,16
CUS102857,88800,0.936,0.071,17
CUS102858,105500,0.889,0.51,14
CUS102859,34900,0.98,0.114,19
CUS102860,46300,0.998,0.067,24
CUS102861,143700,0.804,0.06,15
CUS102862,66500,0.977,0.141,20
CUS102863,50500,0.867,0.086,20
CUS102864,104000,0.893,0.029,18
CUS102865,91200,0.917,0.038,17
CUS102866,74300,0.936,0.075,12
CUS102867,161900,0.805,0.057,24
CUS102868,148900,0.941,0.064,22
CUS102869,79500,1.0,0.135,15
CUS102870,119700,0.953,0.118,13
CUS102871,27700,0.942,0.162,25
CUS102872,152500,0.872,0.093,19
CUS102873,45800,1.0,0.339,19
CUS102874,40600,0.935,0.265,21
CUS102875,39200,0.884,0.125,16
CUS102876,33100,0.937,0.023,19
CUS102877,125200,0.936,0.113,22
CUS102878,125100,0.918,0.056,17
CUS102879,59900,0.933,0.013,15
CUS102880,130200,0.951,0.055,24
CUS102881,63400,0.807,0.08,15
CUS102882,108000,0.987,0.196,21
CUS102883,67600,0.927,0.324,18
CUS102884,83000,0.942,0.032,17
CUS102885,65800,0.79,0.09,16
CUS102886,66500,1.0,0.323,16
CUS102887,113400,0.734,0.018,25
CUS102888,116200,1.0,0.067,22
CUS102889,61000,1.0,0.125,15
CUS102890,40000,1.0,0.114,24
CUS102891,270300,1.0,0.231,9
CUS102892,94300,0.938,0.279,10
CUS102893,92700,0.874,0.15,15
CUS102894,58700,0.993,0.033,15
CUS102895,149100,0.994,0.223,27
CUS102896,171700,0.896,0.062,13
CUS102897,40300,0.935,0.053,18
CUS102898,78000,0.86,0.286,29
CUS102899,85100,0.866,0.099,16
CUS102900,248800,0.983,0.046,14
CUS102901,178600,0.942,0.161,16
CUS102902,47500,0.736,0.254,17
CUS102903,67100,0.969,0.123,20
CUS102904,52400,0.899,0.027,27
CUS102905,107700,0.913,0.169,21
CUS102906,159100,0.908,0.155,26
CUS102907,90400,0.854,0.084,24
CUS102908,106100,0.899,0.119,20
CUS102909,68900,0.997,0.08,21
CUS102910,101700,1.0,0.088,17
CUS102911,70600,1.0,0.224,28
CUS102912,43700,0.874,0.041,15
CUS102913,95400,0.953,0.089,20
CUS102914,87800,0.966,0.08,18
CUS102915,47200,0.945,0.135,24
CUS102916,215600,1.0,0.114,23
CUS102917,63200,0.903,0.17,19
CUS102918,111400,1.0,0.144,24
CUS102919,70500,0.926,0.194,25
CUS102920,176400,0.815,0.012,12
CUS102921,72600,0.858,0.236,17
CUS102922,41700,0.866,0.068,23
CUS102923,126800,0.776,0.161,21
CUS102924,174900,1.0,0.282,18
CUS102925,71500,0.941,0.092,21
CUS102926,103500,0.872,0.269,19
CUS102927,95700,0.949,0.04,23
CUS102928,69700,0.886,0.087,13
CUS102929,129800,0.955,0.027,21
CUS102930,61300,0.835,0.014,18
CUS102931,80600,0.822,0.095,17
CUS102932,98300,0.815,0.116,15
CUS102933,105900,0.925,0.134,19
CUS102934,55800,0.882,0.007,18
CUS102935,195200,0.835,0.287,17
CUS102936,162800,0.909,0.018,21
CUS102937,130900,0.915,0.217,16
CUS102938,170500,0.844,0.246,17
CUS102939,90600,1.0,0.059,16
CUS102940,78100,1.0,0.114,21
CUS102941,57100,1.0,0.186,22
CUS102942,55200,0.821,0.218,19
CUS102943,53100,0.955,0.08,17
CUS102944,76100,0.867,0.025,17
CUS102945,99600,0.917,0.068,22
CUS102946,118400,0.807,0.09,24
CUS102947,135400,0.991,0.082,20
CUS102948,53800,0.997,0.137,17
CUS102949,122300,0.779,0.02,17
CUS102950,145100,0.93,0.042,25
CUS102951,81600,0.93,0.236,13
CUS102952,151000,0.963,0.143,14
CUS102953,125400,0.992,0.15,15
CUS102954,56900,0.962,0.05,11
CUS102955,275300,0.953,0.005,19
CUS102956,55300,0.882,0.039,16
CUS102957,134700,1.0,0.132,19
CUS102958,126700,0.913,0.349,15
CUS102959,50300,1.0,0.097,10
CUS102960,109400,0.939,0.067,20
CUS102961,128100,0.909,0.107,16
CUS102962,49400,0.974,0.368,27
CUS102963,89100,0.862,0.311,14
CUS102964,148600,0.909,0.061,19
CUS102965,138100,0.89,0.145,18
CUS102966,78800,0.994,0.281,30
CUS102967,165000,0.923,0.139,20
CUS102968,152800,0.863,0.047,18
CUS102969,97000,1.0,0.149,11
CUS102970,68200,0.801,0.03,14
CUS102971,47100,0.887,0.055,13
CUS102972,110100,0.816,0.022,18
CUS102973,165900,0.925,0.091,19
CUS102974,93600,0.89,0.109,26
CUS102975,56000,0.932,0.17,18
CUS102976,117400,1.0,0.11,20
CUS102977,97000,1.0,0.118,15
CUS102978,98300,0.784,0.07,17
CUS102979,73700,0.972,0.069,21
CUS102980,71800,0.954,0.07,20
CUS102981,61400,0.906,0.162,22
CUS102982,110600,0.786,0.355,14
CUS102983,73000,0.876,0.032,24
CUS102984,125200,0.837,0.132,16
CUS102985,74700,0.952,0.072,20
CUS102986,124800,0.919,0.111,19
CUS102987,120600,0.953,0.033,14
CUS102988,112500,1.0,0.298,13
CUS102989,129700,0.924,0.228,16
CUS102990,75900,0.896,0.06,20
CUS102991,117600,0.89,0.174,24
CUS102992,89700,0.995,0.186,19
CUS102993,65000,0.917,0.212,20
CUS102994,38000,0.785,0.191,23
CUS102995,43900,0.851,0.045,18
CUS102996,33900,0.819,0.071,21
CUS102997,105500,1.0,0.011,18
CUS102998,74300,0.741,0.114,14
CUS102999,100700,1.0,0.053,23
CUS103000,75300,1.0,0.09,23
CUS103001,108800,0.797,0.172,13
CUS103002,116800,0.977,0.05,26
CUS103003,86400,1.0,0.198,13
CUS103004,96700,0.839,0.132,13
CUS103005,96100,0.841,0.128,23
CUS103006,155700,0.951,0.005,19
CUS103007,34500,0.925,0.076,29
CUS103008,68500,0.854,0.064,17
CUS103009,121800,0.859,0.127,14
CUS103010,141000,0.937,0.138,17
CUS103011,99600,0.831,0.101,12
CUS103012,83400,0.791,0.007,14
CUS103013,219500,0.941,0.048,17
CUS103014,91900,0.93,0.155,11
CUS103015,86800,1.0,0.224,21
CUS103016,170800,0.931,0.071,20
CUS103017,108500,0.904,0.185,15
CUS103018,134500,0.982,0.13,17
CUS103019,147200,0.91,0.02,19
CUS103020,70500,0.901,0.286,17
CUS103021,191700,1.0,0.041,15
CUS103022,31500,0.774,0.044,24
CUS103023,37800,0.928,0.163,16
CUS103024,60700,0.908,0.063,25
CUS103025,73600,0.838,0.062,17
CUS103026,97400,0.91,0.169,20
CUS103027,70900,0.837,0.21,10
CUS103028,89300,0.878,0.043,20
CUS103029,80100,0.822,0.036,16
CUS103030,186300,0.897,0.035,14
CUS103031,73000,0.846,0.062,20
CUS103032,41000,0.875,0.311,14
CUS103033,149800,0.944,0.074,12
CUS103034,60600,0.741,0.017,19
CUS103035,75400,0.876,0.123,20
CUS103036,60000,1.0,0.032,14
CUS103037,132600,0.952,0.097,22
CUS103038,45200,1.0,0.052,20
CUS103039,33700,0.932,0.113,25
CUS103040,147000,0.926,0.091,17
CUS103041,107300,0.88,0.072,14
CUS103042,149700,0.912,0.04,20
CUS103043,160500,0.942,0.287,20
CUS103044,57700,0.936,0.158,25
CUS103045,94300,0.909,0.087,13
CUS103046,108300,0.876,0.03,14
CUS103047,88000,1.0,0.444,13
CUS103048,79300,0.809,0.049,20
CUS103049,80200,0.847,0.11,23
CUS103050,133400,0.794,0.034,26
CUS103051,70500,0.782,0.001,20
CUS103052,110300,0.81,0.44,23
CUS103053,100000,0.822,0.34,26
CUS103054,61600,0.779,0.165,16
CUS103055,105300,0.94,0.101,15
CUS103056,44900,0.966,0.065,16
CUS103057,103400,0.888,0.127,18
CUS103058,135400,0.919,0.063,17
CUS103059,132700,0.941,0.257,7
CUS103060,56900,0.908,0.002,17
CUS103061,58800,1.0,0.03,8
CUS103062,109100,0.874,0.002,31
CUS103063,67900,0.898,0.296,21
CUS103064,38500,1.0,0.171,15
CUS103065,67200,0.892,0.049,20
CUS103066,100800,0.905,0.289,20
CUS103067,159700,1.0,0.166,19
CUS103068,198000,0.984,0.104,18
CUS103069,93600,0.789,0.077,23
CUS103070,124600,0.954,0.109,16
CUS103071,124500,0.937,0.082,24
CUS103072,36700,0.954,0.074,24
CUS103073,44200,0.754,0.092,18
CUS103074,89100,0.895,0.051,21
CUS103075,158800,0.974,0.342,14
CUS103076,107800,0.971,0.026,23
CUS103077,106700,0.773,0.021,10
CUS103078,80000,0.968,0.133,28
CUS103079,104200,0.89,0.162,17
CUS103080,72100,0.971,0.21,17
CUS103081,54800,0.901,0.089,11
CUS103082,64400,0.97,0.138,15
CUS103083,152900,0.972,0.046,18
CUS103084,56000,0.941,0.129,23
CUS103085,68600,1.0,0.039,18
CUS103086,105400,0.989,0.169,23
CUS103087,59700,0.937,0.018,16
CUS103088,89400,0.953,0.195,18
CUS103089,99900,0.92,0.017,14
CUS103090,60900,0.934,0.142,17
CUS103091,72200,0.913,0.227,30
CUS103092,49100,0.777,0.029,19
CUS103093,164300,0.93,0.046,14
CUS103094,105500,0.807,0.128,20
CUS103095,54500,0.908,0.062,16
CUS103096,84700,0.864,0.251,15
CUS103097,78500,0.833,0.279,24
CUS103098,32400,1.0,0.227,11
CUS103099,159500,1.0,0.322,18
CUS103100,55400,1.0,0.053,13
CUS103101,227500,0.815,0.106,16
CUS103102,116400,0.947,0.15,22
CUS103103,50800,0.939,0.06,16
CUS103104,77800,0.907,0.064,25
CUS103105,122100,1.0,0.134,21
CUS103106,85000,0.955,0.163,18
CUS103107,165800,0.986,0.156,16
CUS103108,65000,0.978,0.02,19
CUS103109,88400,0.889,0.094,14
CUS103110,133100,0.783,0.098,24
CUS103111,111700,0.839,0.266,11
CUS103112,63600,0.887,0.405,18
CUS103113,94900,0.846,0.214,15
CUS103114,103400,0.95,0.274,11
CUS103115,48800,0.864,0.278,16
CUS103116,50500,1.0,0.182,20
CUS103117,39500,0.924,0.131,20
CUS103118,75800,0.837,0.122,16
CUS103119,81000,0.875,0.017,15
CUS103120,99500,0.907,0.016,13
CUS103121,135700,0.844,0.166,5
CUS103122,68800,0.914,0.025,15
CUS103123,71500,0.916,0.14,23
CUS103124,59300,0.86,0.033,7
CUS103125,86000,0.804,0.025,18
CUS103126,130800,0.89,0.159,21
CUS103127,93100,0.88,0.027,15
CUS103128,132800,0.83,0.127,9
CUS103129,146300,1.0,0.015,19
CUS103130,175000,0.94,0.321,18
CUS103131,95400,0.889,0.005,21
CUS103132,71100,0.912,0.036,13
CUS103133,119600,0.801,0.144,20
CUS103134,76300,0.874,0.267,22
CUS103135,109900,0.985,0.018,16
CUS103136,64500,0.948,0.132,20
CUS103137,57100,0.946,0.038,27
CUS103138,147200,0.867,0.018,23
CUS103139,53500,0.815,0.035,14
CUS103140,144500,0.946,0.033,21
CUS103141,99800,0.984,0.175,7
CUS103142,102400,0.843,0.283,23
CUS103143,39800,0.897,0.137,15
CUS103144,201800,0.967,0.27,21
CUS103145,58100,0.831,0.17,13
CUS103146,133300,0.911,0.111,34
CUS103147,71800,0.882,0.08,22
CUS103148,55700,0.881,0.274,16
CUS103149,110100,0.886,0.058,13
CUS103150,108300,0.805,0.183,17
CUS103151,45300,0.835,0.198,17
CUS103152,153100,0.878,0.086,16
CUS103153,85300,0.839,0.057,27
CUS103154,76600,0.88,0.067,15
CUS103155,88000,0.959,0.258,14
CUS103156,54700,1.0,0.176,17
CUS103157,115900,0.938,0.35,14
CUS103158,102600,0.913,0.105,10
CUS103159,56000,1.0,0.192,21
CUS103160,127600,1.0,0.116,21
CUS103161,92800,0.903,0.224,15
CUS103162,90500,0.872,0.054,10
CUS103163,206000,1.0,0.047,17
CUS103164,45600,0.943,0.153,17
CUS103165,44700,0.922,0.16,30
CUS103166,52300,1.0,0.067,21
CUS103167,102600,0.92,0.216,15
CUS103168,74300,0.852,0.088,17
CUS103169,79000,0.962,0.236,12
CUS103170,54700,0.824,0.132,26
CUS103171,189700,0.858,0.186,15
CUS103172,219900,0.89,0.182,19
CUS103173,123600,0.952,0.296,21
CUS103174,46400,0.939,0.2,22
CUS103175,69900,0.855,0.103,25
CUS103176,131700,0.948,0.217,13
CUS103177,76100,1.0,0.231,16
CUS103178,105900,0.94,0.128,17
CUS103179,144800,0.833,0.132,19
CUS103180,213200,1.0,0.117,15
CUS103181,63000,0.898,0.037,25
CUS103182,89500,0.967,0.105,20
CUS103183,70800,1.0,0.204,20
CUS103184,36100,0.859,0.188,19
CUS103185,98000,1.0,0.059,19
CUS103186,118100,0.881,0.036,23
CUS103187,64600,0.833,0.037,22
CUS103188,42900,0.796,0.178,21
CUS103189,84900,0.905,0.053,17
CUS103190,112100,0.915,0.017,13
CUS103191,157200,0.951,0.104,13
CUS103192,57500,1.0,0.12,24
CUS103193,137900,0.975,0.18,19
CUS103194,104600,0.957,0.118,21
CUS103195,116500,0.919,0.154,20
CUS103196,46900,0.898,0.277,22
CUS103197,54600,1.0,0.184,16
CUS103198,62500,1.0,0.11,16
CUS103199,81400,0.935,0.114,24
CUS103200,175400,0.817,0.087,14
CUS103201,61500,0.897,0.08,19
CUS103202,142400,0.779,0.044,25
CUS103203,72500,0.893,0.1,15
CUS103204,99800,0.87,0.033,15
CUS103205,86300,1.0,0.044,18
CUS103206,104800,0.873,0.088,19
CUS103207,90400,0.956,0.128,22
CUS103208,63000,0.926,0.209,8
CUS103209,95000,0.871,0.046,23
CUS103210,154600,0.951,0.02,24
CUS103211,64600,0.964,0.174,17
CUS103212,134300,0.874,0.064,21
CUS103213,75800,0.908,0.169,15
CUS103214,76500,0.922,0.017,19
CUS103215,111600,0.851,0.072,15
CUS103216,75500,1.0,0.021,17
CUS103217,88100,0.86,0.194,18
CUS103218,97900,0.977,0.286,18
CUS103219,29400,0.811,0.126,17
CUS103220,99200,1.0,0.174,16
CUS103221,48000,0.809,0.065,19
CUS103222,47700,0.986,0.255,19
CUS103223,105800,0.906,0.167,20
CUS103224,96200,0.978,0.044,16
CUS103225,152800,0.897,0.247,16
CUS103226,52000,0.886,0.074,14
CUS103227,60500,0.989,0.149,17
CUS103228,105300,1.0,0.017,26
CUS103229,127100,0.833,0.116,19
CUS103230,102600,0.832,0.103,18
CUS103231,56900,0.963,0.237,11
CUS103232,183600,0.843,0.041,11
CUS103233,72300,1.0,0.298,18
CUS103234,76800,1.0,0.063,16
CUS103235,43200,1.0,0.213,27
CUS103236,116100,0.906,0.157,20
CUS103237,118300,0.788,0.368,23
CUS103238,53400,0.912,0.249,21
CUS103239,225200,1.0,0.134,13
CUS103240,71300,0.973,0.061,13
CUS103241,127800,0.928,0.033,24
CUS103242,87300,0.961,0.106,19
CUS103243,31200,0.928,0.026,18
CUS103244,105600,0.846,0.094,16
CUS103245,115700,0.724,0.015,15
CUS103246,36400,1.0,0.226,20
CUS103247,186500,0.905,0.069,23
CUS103248,84600,0.936,0.174,22
CUS103249,156300,0.859,0.064,16
CUS103250,41500,0.868,0.11,11
CUS103251,71600,0.965,0.182,19
CUS103252,142800,0.938,0.168,8
CUS103253,40300,0.812,0.008,17
CUS103254,69800,0.992,0.104,18
CUS103255,109200,0.933,0.068,15
CUS103256,38800,0.985,0.141,16
CUS103257,49100,0.89,0.176,11
CUS103258,173600,0.843,0.113,16
CUS103259,82600,0.894,0.115,10
CUS103260,159900,0.856,0.174,18
CUS103261,88100,0.948,0.211,19
CUS103262,269200,0.896,0.198,16
CUS103263,103300,0.871,0.251,14
CUS103264,170400,1.0,0.158,22
CUS103265,71200,0.831,0.041,16
CUS103266,94000,0.856,0.238,22
CUS103267,121700,1.0,0.114,15
CUS103268,114100,1.0,0.26,27
CUS103269,79500,1.0,0.201,14
CUS103270,78600,0.855,0.116,22
CUS103271,99300,0.921,0.053,19
CUS103272,126300,0.96,0.013,22
CUS103273,49500,0.994,0.027,18
CUS103274,101700,0.802,0.028,24
CUS103275,98000,1.0,0.108,22
CUS103276,57000,1.0,0.117,17
CUS103277,155500,0.784,0.27,20
CUS103278,89300,0.872,0.212,12
CUS103279,251200,1.0,0.115,20
CUS103280,90300,1.0,0.008,16
CUS103281,156200,0.991,0.043,15
CUS103282,121200,0.961,0.199,19
CUS103283,188800,0.962,0.287,12
CUS103284,58600,0.936,0.143,23
CUS103285,63600,0.964,0.025,12
CUS103286,48900,0.92,0.123,15
CUS103287,90600,0.9,0.062,18
CUS103288,50800,0.79,0.027,15
CUS103289,43800,0.779,0.221,10
CUS103290,35800,0.87,0.054,25
CUS103291,29800,0.954,0.286,22
CUS103292,110800,1.0,0.006,21
CUS103293,68600,0.97,0.099,11
CUS103294,45500,0.914,0.017,21
CUS103295,64800,1.0,0.092,16
CUS103296,70600,0.936,0.331,12
CUS103297,58200,1.0,0.371,26
CUS103298,159400,0.885,0.076,13
CUS103299,145100,1.0,0.161,22
CUS103300,187600,0.894,0.102,20
CUS103301,86200,0.918,0.156,21
CUS103302,108100,0.912,0.065,16
CUS103303,67500,1.0,0.138,20
CUS103304,60800,0.991,0.034,25
CUS103305,83600,0.866,0.138,24
CUS103306,116500,0.818,0.172,21
CUS103307,149800,0.992,0.029,9
CUS103308,76900,0.923,0.132,13
CUS103309,48400,0.985,0.252,23
CUS103310,121700,1.0,0.017,22
CUS103311,38800,0.813,0.172,19
CUS103312,87500,0.94,0.07,21
CUS103313,100000,0.946,0.21,14
CUS103314,75200,0.961,0.2,17
CUS103315,40400,1.0,0.042,17
CUS103316,73100,0.92,0.083,22
CUS103317,169000,0.721,0.125,10
CUS103318,112600,1.0,0.074,23
CUS103319,142600,0.991,0.084,13
CUS103320,45300,0.898,0.076,19
CUS103321,103500,0.953,0.212,26
CUS103322,77600,0.902,0.02,24
CUS103323,95300,0.781,0.078,17
CUS103324,103400,0.846,0.076,15
CUS103325,91200,0.807,0.147,19
CUS103326,47700,0.93,0.098,13
CUS103327,108500,0.785,0.066,24
CUS103328,112600,0.975,0.064,19
CUS103329,155600,0.961,0.025,26
CUS103330,153300,0.939,0.016,24
CUS103331,111600,0.893,0.109,26
CUS103332,53900,0.88,0.154,20
CUS103333,38000,1.0,0.11,24
CUS103334,86700,0.816,0.118,13
CUS103335,114200,0.797,0.153,12
CUS103336,137700,0.842,0.076,27
CUS103337,101400,0.729,0.125,22
CUS103338,81600,0.912,0.142,22
CUS103339,202100,0.915,0.076,23
CUS103340,125100,0.918,0.003,25
CUS103341,77200,0.862,0.17,19
CUS103342,71900,0.881,0.147,21
CUS103343,57200,0.84,0.158,19
CUS103344,56500,0.982,0.447,20
CUS103345,58200,0.981,0.081,24
CUS103346,103800,0.944,0.016,17
CUS103347,88300,0.823,0.007,15
CUS103348,85900,0.93,0.122,11
CUS103349,124300,0.858,0.087,19
CUS103350,188400,0.889,0.046,15
CUS103351,61900,0.994,0.348,15
CUS103352,62800,0.984,0.302,23
CUS103353,32700,1.0,0.214,14
CUS103354,84400,0.971,0.098,18
CUS103355,79000,0.784,0.067,12
CUS103356,118700,1.0,0.024,18
CUS103357,87600,0.935,0.175,22
CUS103358,71100,0.953,0.033,18
CUS103359,78500,0.877,0.148,24
CUS103360,111600,0.954,0.088,15
CUS103361,40300,0.916,0.079,14
CUS103362,126000,1.0,0.15,18
CUS103363,155600,0.865,0.076,19
CUS103364,113800,0.74,0.234,18
CUS103365,56400,0.874,0.157,19
CUS103366,66500,0.899,0.149,17
CUS103367,137400,0.93,0.065,18
CUS103368,57400,0.827,0.275,18
CUS103369,121400,0.917,0.002,13
CUS103370,89600,1.0,0.042,20
CUS103371,97500,0.981,0.13,20
CUS103372,52000,0.859,0.219,14
CUS103373,103900,0.92,0.34,18
CUS103374,107600,1.0,0.011,23
CUS103375,42700,0.958,0.054,11
CUS103376,75700,0.882,0.28,25
CUS103377,137100,0.772,0.046,21
CUS103378,88800,0.99,0.251,15
CUS103379,29800,0.939,0.33,18
CUS103380,78700,0.895,0.088,16
CUS103381,166200,0.967,0.056,16
CUS103382,66900,0.985,0.261,21
CUS103383,167700,1.0,0.136,15
CUS103384,56100,0.991,0.031,16
CUS103385,53200,0.85,0.125,20
CUS103386,96500,0.941,0.108,20
CUS103387,54600,0.998,0.215,13
CUS103388,104900,0.966,0.034,27
CUS103389,73100,0.812,0.244,16
CUS103390,166800,0.994,0.054,22
CUS103391,75200,1.0,0.116,16
CUS103392,103200,0.842,0.017,16
CUS103393,111100,0.8,0.037,16
CUS103394,123400,0.82,0.264,15
CUS103395,181700,0.895,0.062,17
CUS103396,83100,0.909,0.029,21
CUS103397,75200,0.891,0.196,11
CUS103398,30100,0.888,0.098,20
CUS103399,228600,0.946,0.096,9
CUS103400,88700,0.865,0.084,22
CUS103401,123400,0.928,0.263,16
CUS103402,115800,0.918,0.156,22
CUS103403,88100,1.0,0.097,18
